Unique ID	Identifier	Name	Editions	Edition Unique IDs	Initial Release Dates	Out of Print Dates	Start Card Id	End Card Id	Product Pages	Collector’s Centers	Card Galleries
DGq7jN9CfcpnDRQFMTHhB	1HP	History Pack 1 – Black Label	N	qKwMnMt9wnQzGpw7jLLbj - N	2022-06-01T00:00:00.000Z	null	1HP000	1HP427	https://fabtcg.com/products/booster-set/history-pack-1-black-label/	https://fabtcg.com/collectors-centre/history-pack-1/	https://fabtcg.com/resources/card-galleries/history-pack-1-black-label-de-fr-sp-it/history-pack-1-black-label-french/
