Front Card Printing Unique ID	Front Card Name	Front Card Printing	Back Card Printing Unique ID	Back Card Name	Back Card Printing	Is DFC		
9cztD9Bfmp96dNKdnKmL8	Blasmophet, the Soul Harvester	MON219 – U	6wPnTkq9ccp8hGMJg8bmG	 Ursur, the Soul Reaper	MON220 – U	No		
mgHFHrqLDCDtrWqMJgB6T	Mistcloak Gully	MST000 - N	pK6QqzgqWKHqMrTPrRQwG	Inner Chi	MST000 - N	Yes		
zDGJtw7tTJDnpjGNtTQmD	Mistcloak Gully	MST000 - N (Marvel CF Front)	cwJrzH7Hz8nzrCmCkQWnH	Inner Chi	MST000 - N (Marvel CF Back)	Yes		
QtMtcMzmcmbDpMJqcQLtW	Nuu, Alluring Desire	MST001 - N (Marvel CF Front)	BHB6kDbKwfzfftfqdKzzp	Nuu, Alluring Desire	MST001 - N (Marvel CF Back)	No		
fQDDMcTjbqKwwbnmHqQF8	Nuu	MST002 - N	c6rHBjwMnrLDWFnDtGjPc	Spectral Shield	MST158 - N	No		
bzQMtMWghHNtBkgFBF9FH	Nuu	MST002 - N (Marvel CF Front)	Cdz8WHTFppFDDcDdDBMjG	Nuu	MST002 - N (Marvel CF Back)	No		
t7TBzDwP7TMNpt6ktPQm7	Beckoning Mistblade 	MST003 - N	qdcCr8db7NbhMNtF8qdCK	Enigma	MST026 - N	No		
t7TBzDwP7TMNpt6ktPQm7	Beckoning Mistblade 	MST003 - N	nzRR8zwR6HRTFn7KDT8h6	Cosmo, Scroll of Ancestral Tapestry	MST130 - N	No		
t7TBzDwP7TMNpt6ktPQm7	Beckoning Mistblade 	MST003 - N	JjJHRnCfmMmRtz8jCnQWz	Tiger Taming Khakkara	MST159 - N	No		
BPpLnPrmGjfcf8k9pMJpW	Sacred Art: Undercurrent Desires	MST010 - N	FgdHdCPrb8KTdPPJwMR9B	Inner Chi	MST010 - N	Yes		
hLLpGTBhhRDhFFBGnHFMj	Sacred Art: Undercurrent Desires	MST010 - N (Marvel CF Front)	N7CCptkRTNcpq7cWbF7pm	Inner Chi	MST010 - N (Marvel CF Back)	Yes		
CLBLMqHLRwCMw9r6DwpCQ	Fang Strike	MST023 - N	gpgtNrLRPfb7ktDLRJbgw	Zen	MST047 - N	No		
WHtwqhmrck8WcLFD8j6Wh	Slither	MST024 - N	qdcCr8db7NbhMNtF8qdCK	Enigma	MST026 - N	No		
HPKKdcJLbBRrpcKQt69gD	Enigma, Ledger of Ancestry	MST025 - N (Marvel CF Front)	7FdrTtrWTWMFmdN9ctRJW	Enigma, Ledger of Ancestry	MST025 - N (Marvel CF Back)	No		
mJmr7NJztJF8DTkBcwk6G	Enigma	MST026 - N (Marvel CF Front)	GKJwtCqFRphhntQH6QJpD	Enigma	MST026 - N (Marvel CF Back)	No		
pJcjMrkJzDPdn9qg8MRwz	Sacred Art: Immortal Lunar Shrine	MST032 - N	7z8ddMHFpWrDrRPfQDbtj	Inner Chi	MST032 - N	Yes		
qhBj6crT6gWLQfJPrr877	Sacred Art: Immortal Lunar Shrine	MST032 - N (Marvel CF Front)	RPHwGnbjw8HzQmJpnQmHM	Inner Chi	MST032 - N (Marvel CF Back)	Yes		
hdkCcB8pR7mCDNTfmknGJ	Zen, Tamer of Purpose	MST046 - N (Marvel CF Front)	tQPKCjzwfPr7HMNtRWgCH	Zen, Tamer of Purpose	MST046 - N (Marvel CF Back)	No		
gpgtNrLRPfb7ktDLRJbgw	Zen	MST047 - N	c6rHBjwMnrLDWFnDtGjPc	Spectral Shield	MST158 - N	No		
WFTBhBkPphNj8bHcrf9dJ	Zen	MST047 - N (Marvel CF Front)	FnKTPhfPRMzttpRqzKLmH	Zen	MST047 - N (Marvel CF Back)	No		
GmNwzhWzg68dRjhqwKwCh	Sacred Art: Jade Tiger Domain	MST053 - N	m7rhWCgWdB6MRz7jdjntR	Inner Chi	MST053 - N	Yes		
MdzRKDj9nML69H7LzF8MQ	Sacred Art: Jade Tiger Domain	MST053 - N (Marvel CF Front)	k8KKKzmhMLdrWwdJfRgjT	Inner Chi	MST053 - N (Marvel CF Back)	Yes		
LdPNhcjLDj6qFqzcwHFNt	A Drop in the Ocean	MST095 - N	qkd8FDT9cWDdmJgHF8gK8	Inner Chi	MST095 - N	Yes		
gggdmMtD6hfm6WrjzQtDK	A Drop in the Ocean	MST095 - N (Marvel CF Back)	gg7zmptW8jdNrnWbJzt7F	Inner Chi	MST095 - N (Marvel CF Back)	Yes		
tBchTdc8dpwbfmHPcLrbM	Homage to Ancestors	MST096 - N	wRBTwcfPjrKRQqgnNwWKm	Inner Chi	MST096 - N	Yes		
tztrbt6frhjTdWfKFNkhD	Homage to Ancestors	MST096 - N (Marvel CF Back)	9rKWLhMFCChGGwTwRQdjm	Inner Chi	MST096 - N (Marvel CF Back)	Yes		
hWmmTpgKwzdbWnPntfHjt	Pass Over	MST097 - N	TFppqL6CjGMmgrgTBCPPd	Inner Chi	MST097 - N	Yes		
MgFttGFCzfJbhr8PHGpRP	Pass Over	MST097 - N (Marvel CF Back)	6Ghc6KrDfDR6tTfcdDtgD	Inner Chi	MST097 - N (Marvel CF Back)	Yes		
rzJgGHKTLPtHL8BTMTFJc	Path Well Traveled	MST098 - N	KkRjtNCRzqb9gkhHnCqPf	Inner Chi	MST098 - N	Yes		
Mcd9MQjrWzKFCpdJtMgtr	Path Well Traveled	MST098 - N (Marvel CF Back)	wnkqHNqzCQcbQwrNHRcC7	Inner Chi	MST098 - N (Marvel CF Back)	Yes		
CntrPwtQJn9Kwqzt9qbhp	Preserve Tradition	MST099 - N	k8kwLQPbt9G9mCrbTLjdp	Inner Chi	MST099 - N	Yes		
gLTJrdmGWRFWqdhJTgmkQ	Preserve Tradition	MST099 - N (Marvel CF Front)	98NpGLRrgLNJgkChwprCm	Inner Chi	MST099 - N (Marvel CF Back)	Yes		
pnGzgtWNBnHBjz9pcgHqC	Rising Sun, Setting Moon	MST100 - N	bBbN8NfKDnzcMwmK9DzRp	Inner Chi	MST100 - N	Yes		
qqWFqdFB8cQLRDBDGfLQH	Rising Sun, Setting Moon	MST100 - N (Marvel CF Back)	BMpzrM7rcgjH7PBCMp8tD	Inner Chi	MST100 - N (Marvel CF Back)	Yes		
JJjQW8MNtTDTjgznzCQzr	Stir the Pot	MST101 - N	nTKtpQMqpQqzMwFhjT9TC	Inner Chi	MST101 - N	Yes		
7QtPtjP6pbQNqM77TJd6k	Stir the Pot	MST101 - N (Marvel CF Back)	cWCrtj9qPJT8BzTdGMLqP	Inner Chi	MST101 - N (Marvel CF Back)	Yes		
tWRJnWk6fwNz8GrwGrnzM	The Grain that Tips the Scale	MST102 - N	dCrJP7DCmmb6LBrffwjrH	Inner Chi	MST102 - N	Yes		
8bRD7RLGTqbnFRG6N9PHg	The Grain that Tips the Scale	MST102 - N (Marvel CF Back)	PkjnLCNP8N76NhDpkqrmM	Inner Chi	MST102 - N (Marvel CF Back)	Yes		
c6rHBjwMnrLDWFnDtGjPc	Spectral Shield	MST158 - N	JjJHRnCfmMmRtz8jCnQWz	Tiger Taming Khakkara	MST159 - N	No		
fDKkLG68P7zG6LJgF6Mnc	Enigma, New Moon	MST238 - N (CF Marvel Front)	FB6zrnFzKBLGfhDdmWbbR	Enigma, New Moon	MST238 - N (CF Marvel Back)	No		
WqqDRHkrjMHrgz6NJwdFr	Pass Over	NUU026 - N	Pz8MmhwTgfdgzJFpchHgf	Inner Chi	NUU026 - N	Yes		
D78MGHKH7RQCzR9Pqh78F	Path Well Traveled	NUU027 - N	LBjFkkKJr9FGG6CbLczMH	Inner Chi	NUU027 - N	Yes		
LbwhWmHwwcJLrDTwFKqRz	Agility	OLA028 - N	WnCGWGD7hp6LHpTwKbd6P	Gold	OLA030 - N	No		
bNQQhnQnPDTKBfrqcmt9C	Vigor	OLA029 - N	WnCGWGD7hp6LHpTwKbd6P	Gold	OLA030 - N	No		
TkRdKzGznrk9FGqh6CDqt	Frostbite	OLD031 – N	TkRdKzGznrk9FGqh6CDqt	Frostbite	OLD031 – N	No		
btpCrNpw6DkLbm9tLN6nK	Seismic Surge	OLD032 – N	btpCrNpw6DkLbm9tLN6nK	Seismic Surge	OLD032 – N	No		
ctrCNh8jrpmrtDnF8JLTD	Uzuri, Switchblade	OUT001 – N	kn7qBBh8q7Brnqtt9tdJt	Ponder	OUT237 – N	No		
T88ghT69FPDhBLJ6bLCcz	Uzuri	OUT002 – N	CrMrwzB7FNRpP8wzMdbK6	Arakni, Solitary Confinement	OUT003 – N	No		
dgchBb9jn6zhCGRRnD6cC	Spider's Bite	OUT004 – N	fRmdbFjKQBFWBcJfp7rdW	Frailty	OUT235 – N	No		
dgchBb9jn6zhCGRRnD6cC	Spider's Bite	OUT004 – N	8WM97rMgndKJTtLBgD7dc	Inertia	OUT236 – N	No		
7HPdBcmcdMgg6jh8pKpBT	Katsu, the Wanderer	OUT045 – N	kn7qBBh8q7Brnqtt9tdJt	Ponder	OUT237 – N	No		
cdHjfGDPwCBjTCK877qNj	Katsu	OUT046 – N	8bFdq9kb9CfHLMMLtDbGw	Benji, the Piercing Wind	OUT047 – N	No		
GPWBpht6ppPJQqc9zTcCL	Harmonized Kodachi	OUT048 – N	GQkPRHCdpKwKNkkBrLCr8	Bloodrot Pox	OUT234 – N	No		
GPWBpht6ppPJQqc9zTcCL	Harmonized Kodachi	OUT048 – N	76NptkhBwCm7FCCQfHf78	Barbed Castaway	OUT093 – N	No		
LJmm9wpTz6FktfzRnMLPK	Azalea, Ace in the Hole	OUT089 – N	kn7qBBh8q7Brnqtt9tdJt	Ponder	OUT237 – N	No		
k7rL7PzwQzbHNWfhKdrbr	Azalea	OUT090 – N	8pBgMgRTnkDhkqtzNmqM6	Riptide	OUT092 – N	No		
bzbhhTKHjBNDDd9BfMBBd	Riptide, Lurker of the Deep	OUT091 – N	kn7qBBh8q7Brnqtt9tdJt	Ponder	OUT237 – N	No		
jBhwf8wDqL6fBczBBLhRN	Crow's Nest	OUT097 – N	dqrjDnBNDHwhTMTrjwCrK	Driftwood Quiver	OUT098 – N	No		
Cd76Bq6mpdFfCMrFqHP9K	 Spectral Shield	PSM030 – N	Cd76Bq6mpdFfCMrFqHP9K	 Spectral Shield	PSM030 – N	No		
8MckLrrL6jzkQDbjdRLCb	Bloodrot Pox	RIP028 – N	9hfpwFJrgKDbdTknMGJBh	Frailty	RIP029 – N	No		
9hfpwFJrgKDbdTknMGJBh	Frailty	RIP029 – N	JTTDLMQMkgJhPLCwmbwcb	Inertia	RIP030 – N	No		
JTTDLMQMkgJhPLCwmbwcb	Inertia	RIP030 – N	8MckLrrL6jzkQDbjdRLCb	Bloodrot Pox	RIP028 – N	No		
qkk6wHCmtrKzncMMdG6cT	Might	RNR028 - N	8kkrjjjPnqmBCHt9rTTjt	Agility	RNR029 - N	No		
CwtwCz8T8RWDhghCTTjdP	Dromai, Ash Artist 	UPR001 – N	rJ7F6nLrJw8qqRzdDRTNb	Dromai	UPR002 – N	No		
rJ7F6nLrJw8qqRzdDRTNb	Dromai	UPR002 – N	8TN77GqRLM6CdmpkDgCHk	Waning Moon	UPR165 – N	No		
wCCjJNgnpKdRHBPhhqmTq	Storm of Sandikai	UPR003 – N	nQqW7c87GKmKt7rNJRWPT	Fai	UPR045 – N	No		
Lk7t6wKQCwwqwjjnrPJhC	Invoke Dracona Optimai	UPR006 – N	rpDFqjd7pqWbTNgbJwzNT	Dracona Optimai	UPR006 – N	Yes		
TFhMQHFNctMCLFjnMHkkz	Invoke Dracona Optimai	UPR006 – N (CF Marvel)	rLBfqR9kHCpmfC7kgWrL6	Dracona Optimai	UPR006 – N (CF Marvel)	Yes		
cJtC9QKfTGBtdJngJfgd6	Invoke Tomeltai	UPR007 – N	QNkHgfg9hDrqFh6jqzQK6	Tomeltai	UPR007 – N	Yes		
jWtPwQhzmQfNKhtPtRDHC	Invoke Tomeltai	UPR007 – N (CF Marvel)	ftqc6jPdJPChPQqDbhfQC	Tomeltai	UPR007 – N (CF Marvel)	Yes		
GdhwHkQjJqQmFrQBzqqQC	Invoke Dominia	UPR008 – N	m8kntTpWz86m78tz9cWfG	Dominia	UPR008 – N	Yes		
DdGPgJwzwrT7FFkQpwpMw	Invoke Dominia	UPR008 – N (CF Marvel)	zN96wbb7q7bpnBWwFpdQM	Dominia	UPR008 – N (CF Marvel)	Yes		
C9t8QCfLkHdhLbQD7GqQC	Invoke Azvolai	UPR009 – N	NwcTgGhnjPzLDRTwdCr9T	Azvolai	UPR009 – N	Yes		
gMw8MHbWjQbJQ7ChtpCg9	Invoke Azvolai	UPR009 – N (CF Marvel)	TF9nktQBz7Hck688gWtMm	Azvolai	UPR009 – N (CF Marvel)	Yes		
BLq7MFM6BzztPcdpgkcgK	Invoke Cromai	UPR010 – N	kjq8FWPgFW6kfHbmhPgjL	Cromai	UPR010 – N	Yes		
mmpgQpmmnmH8gqqP9JTFT	Invoke Cromai	UPR010 – N (CF Marvel)	QzFjHm9mwmWPG86d8MrTN	Cromai	UPR010 – N (CF Marvel)	Yes		
gpLhWRQbkfJWMmrjncLKj	Invoke Kyloria	UPR011 – N	djqTRWq9tbQNBNgqBg6ct	Kyloria	UPR011 – N	Yes		
FDhkWgLpJhm6fBPKWg7fK	Invoke Kyloria	UPR011 – N (CF Marvel)	rwHQqmcQTzrfqLfw9BQF9	Kyloria	UPR011 – N (CF Marvel)	Yes		
f9nFb89hDWbwqdwgczDRL	Invoke Miragai	UPR012 – N	D8LK8DCQ99LcqJBQQrfLM	Miragai	UPR012 – N	Yes		
HB8cK96pdC8Rk7cJBHwKB	Invoke Miragai	UPR012 – N (CF Marvel)	qHmzQKmHqKqdbrngHwkdP	Miragai	UPR012 – N (CF Marvel)	Yes		
rMtb7PzK7bGwtGDpcBcNk	Invoke Nekria	UPR013 – N	d9PBGHMrdDKRCCNzkCFMF	Nekria	UPR013 – N	Yes		
tCKBRDjBnGN8RDB6brhPc	Invoke Nekria	UPR013 – N (CF Marvel)	W9GrMCgLkt8KHkmDb69jf	Nekria	UPR013 – N (CF Marvel)	Yes		
PjbttkDDcrLJb9Q6jdFpB	Invoke Ouvia	UPR014 – N	rHkwJbq9qkCCjDfK7tchf	Ouvia	UPR014 – N	Yes		
9PDhMp9KrkDCFjJfDb8j7	Invoke Ouvia	UPR014 – N (CF Marvel)	GTnrzcMkNcFGDLChjtNkr	Ouvia	UPR014 – N (CF Marvel)	Yes		
NPBt6PWGqFMbphWzM9NFW	Invoke Themai	UPR015 – N	9LKfGjtDGQmrfcwhQGQck	Themai	UPR015 – N	Yes		
DTD8zh8kttnpJtKhRFkLW	Invoke Themai	UPR015 – N (CF Marvel)	hphH7zjtQDbzLBHWKN7BK	Themai	UPR015 – N (CF Marvel)	Yes		
nrGghCtGfzKdLCTQHqLLg	Invoke Vynserakai	UPR016 – N	r7PLFbJLzpKjC6hrNTzCd	Vynserakai	UPR016 – N	Yes		
h7bQ8WTprdDnjHhtndMNb	Invoke Vynserakai	UPR016 – N (CF Marvel)	kkWhTJGRrbQQT8m7BjCPp	Vynserakai	UPR016 – N (CF Marvel)	Yes		
mWjH8K9qJNjMCDkLQbMnj	Invoke Yendurai	UPR017 – N	d8rJjkRP6wBpKwqwTthz7	Yendurai	UPR017 – N	Yes		
qQdDdWFf8HKhTQkmBKJ8j	Invoke Yendurai	UPR017 – N (CF Marvel)	cMfBzLtDjCTPdwB8np7q7	Yendurai	UPR017 – N (CF Marvel)	Yes		
t68TkLgRgpzzQRwgMrJdC	Aether Ashwing	UPR042 – N	8c8dJD7g8Tc6wTk8nCWgH	Ash	UPR043 – N	No		
6ng7QTfp6GRqBckbTcf6N	Aether Ashwing	UPR042 – N (CF Marvel)	kWWFJfRqbHtQkfpBJtnbm	Ash	UPR043 – N (CF Marvel)	No		
RTCm7GwqmdtH7KBBRhzbn	Aether Ashwing	UPR042 – N (CF)	g6PKgjrjHpNmbJTMqpPpr	Ash	UPR043 – N (CF)	No		
ncq89NkTPw6NTFh6kKDpc	Fai, Rising Rebellion	UPR044 – N	nQqW7c87GKmKt7rNJRWPT	Fai	UPR045 – N	No		
nQqW7c87GKmKt7rNJRWPT	Searing Emberblade	UPR045 – N	tmgGmpmgrKcKtzLMdPkRr	Iyslander	UPR103 – N	No		
BCdjbHJtgtN6NDp7HbHTk	Iyslander, Stormbind	UPR102 – N	tmgGmpmgrKcKtzLMdPkRr	Iyslander	UPR103 – N	No		
RMQzBfHk7cTFpNfbT6KQz	Iyslander	UPR103 – N (CF Marvel Front)	98F9W8JF99Ppk9dPCFqqW	Iyslander	UPR103 – N (CF Marvel Back)	No		
fj9qrbdhH9h6cznbR7M8W	Frostbite	UPR150 – N	kHWnLQfNWQHc99d8CwcNF	Helio's Mitre	UPR183 – N	No		
kDdmbCmzCdwg6h8KGqDfT	Bloodrot Pox	UZU028 – N	TG7Tzmc8njLwJBqHKLrfb	Frailty	UZU029 – N	No		
TG7Tzmc8njLwJBqHKLrfb	Frailty	UZU029 – N	9FhrCTGmpD8kdL9f9gNmF	Inertia	UZU030 – N	No		
9FhrCTGmpD8kdL9f9gNmF	Inertia	UZU030 – N	hFWQ9Gpf8hQwmRKRkkb7N	Ponder	UZU031 – N	No		
hFWQ9Gpf8hQwmRKRkkb7N	Ponder	UZU031 – N	kDdmbCmzCdwg6h8KGqDfT	Bloodrot Pox	UZU028 – N	No		
zdNNDKB6DbkCzHLGtnzbP	Might	VIC028 - N	DbzQLPqhP6kGbqPHJnKhH	Gold	VIC030 - N	No		
76MfJPjNwDMfJWtFGTFPQ	Vigor	VIC029 - N	DbzQLPqhP6kGbqPHJnKhH	Gold	VIC030 - N	No		
wk6LmqFWmnRcdQN9TTrgB	Rhinar, Reckless Rampage	WTR001 - A	fnqN8jmfNG6HzPLHk7DbD	Harmonized Kodachi	WTR078 - A	No		
RcT68bt6fmP6HCwrrPPt8	Rhinar, Reckless Rampage	WTR001 – U	nFbJW6NpWjhtMGQ7DjKpN	Harmonized Kodachi	WTR078 – U	No		
cgJkHcrD7mndHBbT8z8kL	Rhinar	WTR002 - A	66tCNcNDtDfcpCHfKdPdd	Dorinthea	WTR114 – A	No		
cgJkHcrD7mndHBbT8z8kL	Rhinar	WTR002 - A	fnqN8jmfNG6HzPLHk7DbD	Harmonized Kodachi	WTR078 - A	No		
cgJkHcrD7mndHBbT8z8kL	Rhinar	WTR002 - A	KRRQkM6NQMLdKfnfqJgkk	Bravo	WTR039 – A	No		
dRLBz6gG69cczznWMNjjP	Rhinar	WTR002 – U	PNwBGPtjw6Fq9BzmJPNgp	Dorinthea	WTR114 – U	No		
dRLBz6gG69cczznWMNjjP	Rhinar	WTR002 – U	nFbJW6NpWjhtMGQ7DjKpN	Harmonized Kodachi	WTR078 – U	No		
dRLBz6gG69cczznWMNjjP	Rhinar	WTR002 – U	k9b6GFmgTmBDrj7gtRMrH	Bravo	WTR039 – U	No		
r6dRNfrB86Dmn6qbWPJLn	 Romping Club	WTR003 - A	KHbPjF6rncKmPHNRhjp7N	Katsu, the Wanderer	WTR076 – A	No		
r6dRNfrB86Dmn6qbWPJLn	 Romping Club	WTR003 - A	7qfDzkQ9FDKLgHrFJ7w8W	Quicken	WTR225 – A	No		
r6dRNfrB86Dmn6qbWPJLn	 Romping Club	WTR003 - A	KRRQkM6NQMLdKfnfqJgkk	Bravo	WTR039 – A	No		
H7PBTbMMBjBw6PwwQpMwH	 Romping Club	WTR003 – U	gFmfF8FTLG9M7KWbPc97C	Katsu, the Wanderer	WTR076 – U	No		
H7PBTbMMBjBw6PwwQpMwH	 Romping Club	WTR003 – U	KpQJHwTHfzRMJr7bcfjR9	Quicken	WTR225 – U	No		
H7PBTbMMBjBw6PwwQpMwH	 Romping Club	WTR003 – U	k9b6GFmgTmBDrj7gtRMrH	Bravo	WTR039 – U	No		
fd6ztBbmtntbwDJBq89kh	Bravo, Showstopper	WTR038 - A	PwDDqBHw8j6TkFnFWBqtC	Dawnblade	WTR115 – A	No		
hFCGDBDPccndtnkdmB9jh	Bravo, Showstopper	WTR038 – U	QmTHRknWhKM66MPtMCqwK	Dawnblade	WTR115 – U	No		
KRRQkM6NQMLdKfnfqJgkk	Bravo	WTR039 – A	fnqN8jmfNG6HzPLHk7DbD	Harmonized Kodachi	WTR078 - A	No		
KRRQkM6NQMLdKfnfqJgkk	Bravo	WTR039 – A	gWcjdzjFgg9rFknD8NRDT	Katsu	WTR077 - A	No		
k9b6GFmgTmBDrj7gtRMrH	Bravo	WTR039 – U	nFbJW6NpWjhtMGQ7DjKpN	Harmonized Kodachi	WTR078 – U	No		
k9b6GFmgTmBDrj7gtRMrH	Bravo	WTR039 – U	WbgGwnctFjwNQGHkHzt6f	Katsu	WTR077 – U	No		
NJqtTchQKFgmQTNF7dCRb	Anothos	WTR040 – A	pnpWw6fQTRrpCWh8bqnPb	Dorinthea Ironsong	WTR113 - A	No		
NJqtTchQKFgmQTNF7dCRb	Anothos	WTR040 – A	7qfDzkQ9FDKLgHrFJ7w8W	Quicken	WTR225 – A	No		
NJqtTchQKFgmQTNF7dCRb	Anothos	WTR040 – A	gWcjdzjFgg9rFknD8NRDT	Katsu	WTR077 - A	No		
wFJDhqRn7jLNrJd8dzDTw	Anothos	WTR040 – U	TnWBzzDH9McMtddqbzCK9	Dorinthea Ironsong	WTR113 – U	No		
wFJDhqRn7jLNrJd8dzDTw	Anothos	WTR040 – U	KpQJHwTHfzRMJr7bcfjR9	Quicken	WTR225 – U	No		
wFJDhqRn7jLNrJd8dzDTw	Anothos	WTR040 – U	WbgGwnctFjwNQGHkHzt6f	Katsu	WTR077 – U	No		
gWcjdzjFgg9rFknD8NRDT	Katsu	WTR077 - A	fnqN8jmfNG6HzPLHk7DbD	Harmonized Kodachi	WTR078 - A	No		
WbgGwnctFjwNQGHkHzt6f	Katsu	WTR077 – U	nFbJW6NpWjhtMGQ7DjKpN	Harmonized Kodachi	WTR078 – U	No		
fnqN8jmfNG6HzPLHk7DbD	Harmonized Kodachi	WTR078 - A	7wnJmQPJGMGkDTGHPPLTf	Seismic Surge	WTR075 – A	No		
fnqN8jmfNG6HzPLHk7DbD	Harmonized Kodachi	WTR078 - A	7qfDzkQ9FDKLgHrFJ7w8W	Quicken	WTR225 – A	No		
fnqN8jmfNG6HzPLHk7DbD	Harmonized Kodachi	WTR078 - A	66tCNcNDtDfcpCHfKdPdd	Dorinthea	WTR114 – A	No		
nFbJW6NpWjhtMGQ7DjKpN	Harmonized Kodachi	WTR078 – U	HkGQDjLbLnjbQdJfDckjd	Seismic Surge	WTR075 – U	No		
nFbJW6NpWjhtMGQ7DjKpN	Harmonized Kodachi	WTR078 – U	KpQJHwTHfzRMJr7bcfjR9	Quicken	WTR225 – U	No		
nFbJW6NpWjhtMGQ7DjKpN	Harmonized Kodachi	WTR078 – U	PNwBGPtjw6Fq9BzmJPNgp	Dorinthea	WTR114 – U	No		
PwDDqBHw8j6TkFnFWBqtC	Dawnblade	WTR115 – A	7qfDzkQ9FDKLgHrFJ7w8W	Quicken	WTR225 – A	No		
QmTHRknWhKM66MPtMCqwK	Dawnblade	WTR115 – U	KpQJHwTHfzRMJr7bcfjR9	Quicken	WTR225 – U	No		
PDPtJhbmdfJthRRGFPT6M	Dorinthea	XXX001 – N	twccT8trdnHbRgqzh8rHT	Bravo	XXX002 – N	No		
RNNC9BF7FbpBmpGgM7LhW	Rhinar	XXX003 – N	pNzNtgjRWmkGMqJNWJqtz	Katsu	XXX004 – N	No		
NF9bPQFtP6KRGTcT7cMNp	Romping Club	XXX005 – N	dPLHmmWbrhWJBRMw8pMdk	Anothos	XXX006 – N	No		
QjHtHjktjfWHcGCjtjCgB	Dawnblade	XXX007 – N	FFD6Dm9wfrfQHzBRNCNbz	Harmonized Kodachi	XXX008 – N	No		
FFD6Dm9wfrfQHzBRNCNbz	Harmonized Kodachi	XXX008 – N	WkJGCr7Qn9QBrkb8qRkqF	Quicken	XXX009 – N	No		
FbdrqRkHpWtHtcDr7cFfb	Briar	XXX011 – N	PjFp96NmJ7BR6TwPQHnKg	Briar, Warden of Thorns	XXX012 – N	No		
hMb6wNRwGtBTJmWTfq8gR	Preserve Tradition	ZEN025 - N	7pH7PFtwNd7JhjqF79F7c	Inner Chi	ZEN025 - N	Yes		
c6PfqkTQbnKrhH6nF6wPJ	Rising Sun, Setting Moon	ZEN026 - N	g8TdN8CHmmjGfLpfmqgWH	Inner Chi	ZEN026 - N	Yes		
DLDtqFr8t8nJbJG9nLCMN	Stir the Pot	ZEN027 - N	tDGTqhKJ98rzrKHKjPQmg	Inner Chi	ZEN027 - N	Yes		
DTWDzqFTnWkHRQ9G7RL69	The Grain that Tips the Scale	ZEN028 - N	ncWJHhpBQ8FB7tWzDr9cK	Inner Chi	ZEN028 - N	Yes		
