Unique ID	Card Unique ID	Card Name	Card Pitch	Status Active	Date Announced	Date In Effect	Legality Article
kpzpQpHnMDNwNT7wmkMBD	nrMg9kDMg9KwBPPtJLJph	Yorick, Weaver of Tales		Yes	2022-10-03T00:00:00.000Z	2022-10-07T00:00:00.000Z	https://fabtcg.com/articles/banned-suspended-oct-3/
