Unique ID	Set Unique ID	Edition	Start Card Id	End Card Id	Initial Release Date	Out of Print Date	Product Page	Collector's Center	Card Gallery
dWtbGKG8Rb9dPrCLBr6nj	DGq7jN9CfcpnDRQFMTHhB	N	1HP000	1HP427	2022-06-01T00:00:00.000Z	null	https://fabtcg.com/products/booster-set/history-pack-1-black-label/	https://fabtcg.com/collectors-centre/history-pack-1/	https://fabtcg.com/resources/card-galleries/history-pack-1-black-label-de-fr-sp-it/history-pack-1-black-label-spanish/
